Order_ID,Product_ID,Customer_ID,Quantity,Date_Order,Date_Ship,Date_due,Ship_Distance,Ship_Cost
1952,49022,562,7,2018-09-07,2018-09-07,2018-09-14,4215.446,53.281
1953,42677,887,280,2017-09-17,2017-09-24,2017-09-20,6878.147,1712.581
1954,42677,225,302,2018-11-26,2018-12-02,2018-12-05,3065.152,776.454
1955,42677,712,102,2017-06-25,2017-07-02,2017-06-28,641.742,32.411
1956,42677,317,52,2017-01-10,2017-01-16,2017-01-15,877.668,27.93
1957,42677,904,109,2017-10-02,2017-10-02,2017-10-05,872.634,58.035
1958,42677,449,1,2017-08-06,2017-08-15,2017-08-10,1062.719,0.709
1959,42677,171,3,2018-09-30,2018-10-01,2018-10-03,863.718,1.572
1960,42677,623,9,2018-03-15,2018-03-16,2018-03-19,1143.126,7.055
1961,42677,663,2,2017-01-30,2017-02-07,2017-01-30,998.154,1.298
1962,42677,442,1,2018-10-13,2018-10-20,2018-10-20,323.526,0.022
1963,45170,148,157,2018-12-08,2018-12-17,2018-12-12,1803.355,175.132
1964,45170,430,195,2017-01-07,2017-01-12,2017-01-09,1979.7,243.036
1965,45170,671,2,2018-09-30,2018-10-05,2018-10-06,3940.691,5.403
1966,45170,324,6,2017-12-28,2017-12-31,2018-01-06,3075.729,12.358
1967,45170,346,2,2017-01-04,2017-01-06,2017-01-12,736.585,0.648
1968,45170,727,2,2018-03-21,2018-03-26,2018-03-27,1413.338,1.652
1969,45170,153,2,2017-02-22,2017-03-01,2017-03-03,1465.875,1.73
1970,46954,544,158,2017-01-11,2017-01-19,2017-01-11,940.679,26.967
1971,46954,615,351,2018-09-12,2018-09-13,2018-09-13,602.505,28.286
1972,46954,996,139,2017-11-02,2017-11-06,2017-11-09,1481.032,43.733
1973,46954,953,16,2017-05-17,2017-05-25,2017-05-19,867.556,2.419
1974,46954,586,19,2018-05-21,2018-05-27,2018-05-22,1926.954,8.235
1975,46954,957,1,2017-01-24,2017-01-24,2017-01-28,1009.292,0.189
1976,46954,415,1,2017-11-11,2017-11-20,2017-11-14,3285.226,0.795
1977,54795,262,819,2017-05-13,2017-05-17,2017-05-13,2179.612,1751.84
1978,54795,316,1376,2018-06-05,2018-06-08,2018-06-12,4120.605,5982.64
1979,54795,788,590,2017-11-23,2017-11-29,2017-11-25,1555.276,842.817
1980,54795,907,274,2018-12-19,2018-12-25,2018-12-28,4127.867,1193.575
1981,54795,531,1091,2017-10-04,2017-10-11,2017-10-06,1327.647,1275.883
1982,54795,274,128,2018-06-11,2018-06-11,2018-06-16,116.868,0
1983,54795,946,21,2018-01-18,2018-01-24,2018-01-25,1435.377,27.133
1984,54795,274,20,2017-02-07,2017-02-09,2017-02-11,116.868,0
1985,54795,519,5,2017-12-22,2017-12-30,2017-12-24,1590.179,7.341
1986,54795,502,2,2018-03-18,2018-03-20,2018-03-20,1701.958,3.191
1987,54795,462,2,2017-01-28,2017-01-30,2017-01-29,3304.805,6.839
1988,36743,226,102,2017-08-17,2017-08-26,2017-08-20,3272.306,366.418
1989,36743,814,191,2017-09-14,2017-09-22,2017-09-17,1441.431,263.491
1990,36743,276,13,2018-09-09,2018-09-10,2018-09-11,3649.105,52.62
1991,36743,972,7,2018-03-24,2018-04-01,2018-03-29,3663.024,28.452
1992,36743,626,6,2017-08-03,2017-08-03,2017-08-07,3692.449,24.601
1993,49017,508,63,2018-09-12,2018-09-21,2018-09-13,1592.299,10.226
1994,49017,433,89,2018-08-11,2018-08-17,2018-08-20,192.15,0
1995,49017,683,3,2018-10-29,2018-11-04,2018-10-30,4025.767,1.404
1996,49017,179,5,2018-09-08,2018-09-12,2018-09-17,378.122,0.049
1997,17504,573,756,2017-06-22,2017-06-26,2017-07-01,3817.14,2627.582
1998,17504,408,292,2017-10-28,2017-10-29,2017-11-03,1593.314,373.191
1999,17504,187,121,2018-05-06,2018-05-11,2018-05-13,937.906,76.276
2000,17504,212,225,2018-06-19,2018-06-28,2018-06-23,1653.799,301.01
2001,17504,233,182,2018-12-15,2018-12-15,2018-12-22,110.64,0
2002,17504,930,229,2018-04-25,2018-05-01,2018-04-27,1079.467,176.392
2003,58045,713,694,2017-06-17,2017-06-23,2017-06-21,2359.802,1853.493
2004,58045,367,3740,2018-01-13,2018-01-15,2018-01-19,1720.108,6886.507
2005,58045,285,1042,2018-07-21,2018-07-21,2018-07-27,365.675,88.731
2006,58045,189,58,2017-03-28,2017-03-29,2017-03-30,1596.621,97.51
2007,58045,706,5,2017-08-24,2017-08-24,2017-08-27,1027.585,4.717
2008,58045,625,1,2017-03-30,2017-03-31,2017-04-06,2410.697,2.737
2009,58045,791,1,2018-05-11,2018-05-17,2018-05-18,2073.623,2.3
2010,19958,688,105,2018-09-06,2018-09-08,2018-09-12,1803.975,122.26
2011,19958,730,116,2017-11-20,2017-11-23,2017-11-20,125.984,0
2012,19958,517,35,2018-08-18,2018-08-27,2018-08-22,2929.711,71.257
2013,19958,912,8,2017-04-17,2017-04-17,2017-04-23,121.347,0
2014,19958,883,8,2017-06-17,2017-06-25,2017-06-22,1639.898,8.299
2015,19958,563,2,2018-06-03,2018-06-10,2018-06-06,1144.802,1.308
2016,19958,165,9,2018-08-29,2018-09-03,2018-09-07,1155.394,5.96
2017,19958,231,13,2017-02-16,2017-02-25,2017-02-19,2809.603,25.258
2018,19958,238,1,2018-04-03,2018-04-06,2018-04-05,925.765,0.484
2019,45672,555,318,2017-09-19,2017-09-27,2017-09-20,1239.99,510.251
2020,45672,219,607,2018-06-24,2018-06-27,2018-06-29,798.7,516.728
2021,45672,537,5,2017-10-16,2017-10-19,2017-10-16,3739.124,29.353
2022,45672,943,1,2017-07-25,2017-08-02,2017-07-26,111.221,0
2023,18853,9,15,2017-10-06,2017-10-09,2017-10-08,1528.442,32.162
2024,18853,398,101,2018-12-13,2018-12-17,2018-12-15,2298.217,352.256
2025,18853,58,5,2017-07-07,2017-07-09,2017-07-09,1349.734,9.161
2026,18853,774,32,2018-06-17,2018-06-21,2018-06-18,975.574,37.733
2027,18853,283,41,2018-02-20,2018-02-23,2018-02-28,1013.939,51.09
2028,18853,278,1,2017-05-12,2017-05-16,2017-05-16,545.864,0.429
2029,18853,852,1,2017-01-21,2017-01-27,2017-01-29,56.257,0
2030,18853,926,2,2017-02-03,2017-02-09,2017-02-08,307.306,0.026
2031,19186,778,1273,2018-06-16,2018-06-17,2018-06-19,1584.627,2714.321
2032,19186,820,123,2018-09-17,2018-09-25,2018-09-19,895.328,121.539
2033,19186,177,114,2018-02-02,2018-02-05,2018-02-10,2029.596,327.269
2034,41841,147,43,2017-03-08,2017-03-09,2017-03-14,2511.604,6.334
2035,41841,503,451,2017-11-24,2017-12-02,2017-11-30,222.275,0
2036,41841,335,935,2017-10-02,2017-10-04,2017-10-03,2371.435,128.99
2037,41841,22,19,2018-09-12,2018-09-13,2018-09-15,1483.546,1.498
2038,41841,16,19,2018-07-23,2018-08-01,2018-07-31,3593.439,4.168
2039,41841,913,30,2018-08-13,2018-08-16,2018-08-15,3272.306,5.939
2040,41841,297,7,2018-01-13,2018-01-16,2018-01-15,3673.438,1.573
2041,41841,865,8,2018-12-13,2018-12-19,2018-12-20,277.543,0
2042,41841,582,6,2018-06-20,2018-06-22,2018-06-20,1551.988,0.5
2043,41841,991,2,2018-01-06,2018-01-15,2018-01-08,187.966,0
2044,52988,560,49,2017-10-06,2017-10-11,2017-10-09,1416.819,14.929
2045,52988,309,25,2017-09-12,2017-09-13,2017-09-21,301.475,0.01
2046,52988,708,13,2017-04-20,2017-04-25,2017-04-29,2990.928,9.543
2047,52988,198,2,2018-05-03,2018-05-07,2018-05-09,1557.877,0.686
2048,52988,304,2,2017-04-11,2017-04-11,2017-04-20,3675.158,1.841
2049,52988,571,3,2017-12-24,2017-12-28,2018-01-02,284.278,0
2050,24889,719,17,2018-01-10,2018-01-13,2018-01-19,751.32,4.427
2051,24889,542,10,2018-04-19,2018-04-22,2018-04-24,1010.432,4.099
2052,24889,387,3,2017-04-20,2017-04-23,2017-04-20,1604.717,2.258
2053,48682,826,539,2017-11-15,2017-11-23,2017-11-24,3554.845,1139.282
2054,48682,931,116,2017-02-21,2017-02-26,2017-02-28,2692.77,180.248
2055,48682,74,177,2017-05-18,2017-05-18,2017-05-27,1254.861,109.755
2056,48682,778,12,2017-03-29,2017-04-02,2017-03-31,903.12,4.7
2057,48682,277,41,2017-08-15,2017-08-22,2017-08-16,1773.649,39.236
2058,48682,169,3,2017-11-27,2017-12-04,2017-12-04,2198.855,3.699
2059,48682,996,4,2017-08-18,2017-08-24,2017-08-18,1548.313,3.243
2060,48682,405,1,2018-03-16,2018-03-16,2018-03-20,281.307,0
2061,48682,211,1,2018-07-31,2018-08-05,2018-08-06,1773.649,0.957
2062,12046,738,820,2017-10-13,2017-10-15,2017-10-22,4116.095,2487.086
2063,12046,717,144,2017-07-10,2017-07-11,2017-07-17,3376.332,352.09
2064,12046,65,3,2018-05-22,2018-05-23,2018-05-23,1943.444,3.919
2065,12046,820,6,2018-02-20,2018-02-27,2018-02-21,2179.131,8.961
2066,42472,780,538,2017-08-18,2017-08-22,2017-08-23,197.054,0
2067,42472,546,169,2018-02-01,2018-02-03,2018-02-06,707.221,37.714
2068,42472,419,214,2018-08-27,2018-08-28,2018-09-03,1102.815,94.148
2069,42472,499,305,2018-04-11,2018-04-13,2018-04-15,859.82,93.568
2070,42472,836,115,2017-05-21,2017-05-30,2017-05-28,1052.682,47.434
2071,42472,272,38,2018-11-05,2018-11-05,2018-11-09,925.277,13.021
2072,42472,548,3,2017-04-27,2017-04-28,2017-05-03,1617.421,2.166
2073,25824,280,28,2017-09-02,2017-09-09,2017-09-05,1139.998,9.53
2074,25824,707,20,2017-03-21,2017-03-29,2017-03-30,7666.062,59.695
2075,25824,677,55,2018-11-24,2018-11-30,2018-11-25,1593.314,28.823
2076,25824,933,9,2018-07-26,2018-08-03,2018-07-31,979.359,2.477
2077,25824,813,2,2018-02-11,2018-02-18,2018-02-19,1239.99,0.762
2078,25824,751,1,2018-12-18,2018-12-23,2018-12-21,3292.37,1.213
2079,19933,31,1270,2017-09-18,2017-09-25,2017-09-19,1403.628,791.067
2080,19933,732,1276,2017-06-12,2017-06-12,2017-06-19,900.246,432.282
2081,19933,439,528,2018-12-20,2018-12-24,2018-12-23,2181.245,560.617
2082,19933,10,22,2018-02-02,2018-02-10,2018-02-06,3386.611,38.326
2083,19933,879,120,2017-06-20,2017-06-27,2017-06-24,3075.729,187.995
2084,19933,902,2,2017-07-22,2017-07-30,2017-07-31,3770.588,3.918
2085,19933,818,5,2018-08-02,2018-08-10,2018-08-02,1995.372,4.784
2086,19933,67,5,2018-09-16,2018-09-21,2018-09-25,1674.01,3.877
2087,19933,311,2,2017-04-09,2017-04-09,2017-04-17,3495.278,3.607
2088,19933,320,1,2017-03-17,2017-03-22,2017-03-25,1264.137,0.544
2089,49594,53,161,2017-08-07,2017-08-16,2017-08-11,538.616,8.098
2090,49594,529,16,2017-07-17,2017-07-22,2017-07-17,290.448,0
2091,49594,66,16,2017-09-24,2017-10-02,2017-09-27,309.706,0.033
2092,49594,737,2,2018-05-11,2018-05-13,2018-05-20,1979.56,0.708
2093,49594,807,11,2017-10-02,2017-10-10,2017-10-06,653.424,0.82
2094,49594,366,1,2017-10-06,2017-10-14,2017-10-10,1792.301,0.315
2095,49594,322,1,2017-06-06,2017-06-06,2017-06-10,301.475,0.0
2096,48927,581,339,2018-05-04,2018-05-11,2018-05-10,1992.238,268.477
2097,48927,864,301,2017-08-28,2017-09-01,2017-09-06,1694.654,196.462
2098,48927,246,16,2018-04-14,2018-04-14,2018-04-20,1572.7,9.53
2099,10181,840,1215,2018-10-26,2018-10-27,2018-10-29,1942.101,1059.426
2100,10181,560,87,2017-01-19,2017-01-24,2017-01-20,944.21,29.761
2101,10181,990,216,2017-03-14,2017-03-15,2017-03-14,1945.195,188.697
2102,10181,418,3,2018-05-25,2018-05-31,2018-05-28,627.934,0.522
2103,10181,719,31,2017-06-03,2017-06-12,2017-06-10,1949.321,27.149
2104,10181,80,32,2017-10-08,2017-10-10,2017-10-14,1216.395,15.571
2105,10181,271,12,2017-03-06,2017-03-15,2017-03-08,403.129,0.657
2106,10181,231,28,2018-06-03,2018-06-08,2018-06-06,2509.864,32.856
2107,10181,622,6,2018-05-16,2018-05-23,2018-05-24,1991.099,5.388
2108,10181,520,2,2018-05-04,2018-05-07,2018-05-04,1660.262,1.445
2109,44806,882,3176,2017-02-20,2017-02-25,2017-02-23,612.493,1129.043
2110,44806,700,80,2018-05-07,2018-05-11,2018-05-09,1265.672,87.884
2111,44806,260,443,2017-05-05,2017-05-13,2017-05-10,3229.024,1476.102
2112,44806,959,562,2017-01-09,2017-01-10,2017-01-09,987.486,439.531
2113,44806,486,74,2017-05-10,2017-05-16,2017-05-18,1294.559,83.724
2114,44806,42,34,2018-12-09,2018-12-09,2018-12-10,983.71,26.445
2115,44806,949,25,2017-10-15,2017-10-24,2017-10-15,816.452,14.688
2116,44806,324,1,2018-06-03,2018-06-05,2018-06-05,2792.937,2.836
2117,44806,528,2,2018-01-21,2018-01-24,2018-01-24,760.594,1.048
2118,16191,378,8,2018-03-16,2018-03-25,2018-03-20,1528.442,8.515
2119,16191,247,13,2018-07-26,2018-08-02,2018-08-01,1385.756,12.229
2120,16191,988,19,2017-09-01,2017-09-08,2017-09-10,204.941,0
2121,16191,339,4,2018-06-27,2018-07-03,2018-07-04,977.606,2.348
2122,16191,888,2,2018-01-28,2018-02-06,2018-01-28,946.0,1.119
2123,54535,660,371,2017-07-09,2017-07-10,2017-07-17,2045.266,201.371
2124,54535,160,1245,2017-06-15,2017-06-17,2017-06-16,1452.425,446.213
2125,54535,766,1059,2017-04-20,2017-04-21,2017-04-20,867.062,186.761
2126,54535,908,816,2018-04-12,2018-04-18,2018-04-13,1521.632,310.021
2127,54535,314,9,2018-04-04,2018-04-12,2018-04-13,1699.99,3.919
2128,54535,614,1,2018-04-23,2018-04-28,2018-04-28,2692.77,0.744
2129,54535,669,2,2018-05-21,2018-05-26,2018-05-25,281.307,0
2130,54535,211,2,2017-01-11,2017-01-19,2017-01-18,1773.649,0.917
2131,54535,130,1,2018-08-16,2018-08-23,2018-08-22,169.99,0
2132,39717,770,820,2018-05-02,2018-05-05,2018-05-10,1179.752,89.886
2133,39717,835,132,2018-02-10,2018-02-12,2018-02-11,2886.205,42.536
2134,39717,408,261,2018-04-20,2018-04-23,2018-04-26,1803.975,48.91
2135,39717,826,441,2017-08-17,2017-08-25,2017-08-21,2359.625,113.174
2136,39717,409,206,2018-04-08,2018-04-14,2018-04-17,64.926,0
2137,39717,435,2,2017-02-09,2017-02-14,2017-02-15,2018.646,0.428
2138,12453,184,13,2018-03-17,2018-03-20,2018-03-21,3873.652,45.807
2139,12453,320,445,2017-07-24,2017-07-30,2017-08-01,1773.649,646.593
2140,12453,78,29,2017-08-27,2017-09-04,2017-08-28,169.99,0
2141,12453,68,127,2018-09-30,2018-10-03,2018-10-06,2088.721,223.987
2142,12453,470,204,2018-07-02,2018-07-05,2018-07-10,105.44,0
2143,12453,609,27,2018-02-04,2018-02-07,2018-02-09,1254.861,25.42
2144,12453,229,81,2017-12-13,2017-12-14,2017-12-20,2940.029,210.849
2145,12453,425,8,2018-09-26,2018-09-29,2018-09-29,1284.074,7.762
2146,12453,260,11,2018-06-19,2018-06-19,2018-06-27,3886.92,38.904
2147,12453,722,3,2017-12-05,2017-12-09,2017-12-14,281.307,0
2148,12453,524,2,2017-01-06,2017-01-15,2017-01-07,4014.86,7.326
2149,12453,99,3,2018-10-16,2018-10-24,2018-10-19,3258.987,8.753
2150,33268,363,417,2018-10-09,2018-10-16,2018-10-10,3673.438,2798.255
2151,33268,862,107,2018-03-09,2018-03-11,2018-03-15,267.336,0
2152,33268,57,91,2018-06-07,2018-06-15,2018-06-07,1194.487,161.918
2153,33268,542,37,2017-01-15,2017-01-15,2017-01-18,699.483,29.402
2154,33268,819,17,2018-08-05,2018-08-10,2018-08-06,3653.292,113.396
2155,33268,737,32,2018-02-06,2018-02-14,2018-02-06,1593.314,82.325
2156,33268,357,1,2018-01-24,2018-02-01,2018-01-26,325.528,0.051
2157,33268,59,3,2017-08-02,2017-08-08,2017-08-05,676.993,2.25
2158,20922,502,19,2018-09-02,2018-09-05,2018-09-04,1949.321,35.229
2159,20922,366,44,2018-08-02,2018-08-06,2018-08-09,1017.618,35.497
2160,20922,654,119,2017-12-14,2017-12-19,2017-12-17,0.0,0
2161,20922,859,27,2017-09-15,2017-09-15,2017-09-24,1843.13,46.839
2162,20922,805,96,2018-10-29,2018-11-04,2018-11-07,2568.133,244.784
2163,20922,687,65,2018-04-14,2018-04-21,2018-04-23,1945.561,120.246
2164,20922,248,11,2017-08-17,2017-08-18,2017-08-21,2131.852,22.653
2165,20922,235,1,2018-06-23,2018-06-24,2018-06-24,160.649,0
2166,27604,723,366,2017-10-27,2017-11-01,2017-10-30,927.567,307.554
2167,27604,340,162,2018-09-25,2018-09-29,2018-09-28,975.076,146.436
2168,27604,957,10,2018-05-01,2018-05-09,2018-05-10,863.912,7.551
2169,27604,687,2,2018-08-19,2018-08-21,2018-08-27,1014.409,1.913
2170,27604,242,1,2017-05-23,2017-05-29,2017-05-28,854.224,0.742
2171,27604,185,1,2017-12-29,2018-01-01,2018-01-03,639.537,0.455
2172,27604,297,1,2017-03-15,2017-03-16,2017-03-23,2909.78,3.494
2173,27604,80,1,2017-05-14,2017-05-20,2017-05-14,212.4,0
2174,44860,707,92,2018-08-26,2018-08-29,2018-08-30,7976.507,673.752
2175,44860,769,29,2018-11-01,2018-11-05,2018-11-05,981.274,18.848
2176,44860,185,27,2017-02-14,2017-02-18,2017-02-22,1339.578,26.777
2177,44860,353,46,2017-09-23,2017-09-25,2017-09-26,809.922,22.377
2178,44860,558,15,2018-11-18,2018-11-23,2018-11-18,1291.861,14.194
2179,44860,231,5,2018-02-24,2018-03-02,2018-02-27,3964.332,17.479
2180,44860,675,3,2017-09-05,2017-09-08,2017-09-14,745.1,1.274
2181,12375,425,14,2018-04-27,2018-05-04,2018-04-30,1284.074,8.082
2182,12375,87,9,2017-02-28,2017-03-09,2017-03-04,105.44,0
2183,12375,927,10,2018-10-07,2018-10-07,2018-10-16,1571.965,7.461
2184,12375,474,1,2017-12-15,2017-12-22,2017-12-17,434.654,0.079
2185,12375,629,1,2017-10-06,2017-10-13,2017-10-09,1699.99,0.821
2186,46949,643,2566,2018-06-24,2018-06-27,2018-06-29,646.842,1145.248
2187,46949,208,1652,2017-01-02,2017-01-07,2017-01-03,1286.069,2096.179
2188,46949,703,293,2017-07-09,2017-07-13,2017-07-11,4245.672,1487.646
2189,46949,228,143,2017-03-30,2017-04-06,2017-03-30,1508.701,222.416
2190,46949,683,41,2017-10-23,2017-10-28,2017-11-01,4117.432,201.403
2191,46949,40,271,2017-10-22,2017-10-29,2017-10-29,1368.792,372.712
2192,46949,158,6,2018-10-11,2018-10-11,2018-10-14,1372.908,8.284
2193,46949,854,4,2017-01-20,2017-01-28,2017-01-20,1986.858,8.683
2194,46949,442,9,2017-12-23,2017-12-26,2017-12-25,1557.877,14.568
2195,46949,445,2,2018-06-26,2018-06-28,2018-07-01,1264.035,2.481
2196,23388,350,262,2017-03-21,2017-03-29,2017-03-30,1368.792,0.056
2197,23388,485,105,2018-07-28,2018-08-01,2018-08-03,1483.89,0.025
2198,23388,193,27,2017-02-13,2017-02-16,2017-02-14,1609.055,0.007
2199,23388,828,35,2017-04-17,2017-04-17,2017-04-17,2320.963,0.014
2200,23388,413,6,2017-07-20,2017-07-25,2017-07-26,3995.79,0.004
2201,23388,727,27,2018-05-29,2018-06-07,2018-06-05,626.4,0.002
2202,23388,194,2,2017-08-10,2017-08-19,2017-08-10,3380.855,0.001
2203,23388,49,1,2017-09-17,2017-09-22,2017-09-24,712.827,0.0
2204,23388,843,1,2017-09-20,2017-09-23,2017-09-24,1821.931,0.0
2205,44055,617,9,2017-06-29,2017-06-29,2017-07-07,4116.095,16.472
2206,44224,783,65,2018-02-08,2018-02-10,2018-02-13,1401.911,71.524
2207,44224,423,12,2018-02-11,2018-02-19,2018-02-11,1381.11,12.955
2208,44224,645,110,2018-06-11,2018-06-20,2018-06-15,2179.192,206.422
2209,44224,235,1,2017-09-05,2017-09-05,2017-09-11,1600.155,1.298
2210,44224,542,4,2018-11-14,2018-11-16,2018-11-22,2179.192,7.506
2211,44224,765,3,2018-07-29,2018-07-30,2018-08-04,1693.735,4.175
2212,11770,458,128,2017-07-09,2017-07-09,2017-07-18,989.305,71.291
2213,11770,696,62,2018-07-24,2018-07-30,2018-07-27,612.493,15.655
2214,11770,906,4,2017-04-27,2017-05-06,2017-05-05,1139.727,2.714
2215,11770,122,1,2017-07-07,2017-07-13,2017-07-12,987.486,0.555
2216,11770,948,3,2018-02-24,2018-03-01,2018-03-01,1726.788,3.459
2217,11770,870,3,2017-05-20,2017-05-25,2017-05-23,1320.587,2.474
2218,19482,756,4000,2017-05-14,2017-05-14,2017-05-18,1151.422,6500.096
2219,19482,857,49,2018-06-09,2018-06-12,2018-06-17,365.675,6.142
2220,19482,176,93,2017-09-23,2017-09-30,2017-09-26,2041.51,309.118
2221,19482,858,76,2017-06-27,2017-07-01,2017-06-27,1907.417,233.162
2222,19482,674,107,2017-02-16,2017-02-25,2017-02-24,2412.61,431.438
2223,19482,315,5,2017-03-19,2017-03-20,2017-03-26,2157.769,17.729
2224,19482,722,2,2017-09-14,2017-09-20,2017-09-16,1906.628,6.133
2225,19482,478,7,2017-01-16,2017-01-16,2017-01-25,1596.621,17.323
2226,19482,911,4,2018-02-19,2018-02-20,2018-02-26,2029.596,13.204
2227,19482,612,2,2017-05-01,2017-05-01,2017-05-02,2157.769,7.091
2228,32372,742,906,2017-04-28,2017-05-04,2017-04-30,3759.445,1913.777
2229,32372,627,49,2017-11-13,2017-11-17,2017-11-13,606.451,9.169
2230,32372,813,7,2017-10-14,2017-10-17,2017-10-18,1239.99,4.018
2231,32372,176,21,2018-08-28,2018-09-03,2018-09-06,3649.105,42.944
2232,32372,145,24,2017-01-13,2017-01-15,2017-01-20,987.381,10.073
2233,32372,454,19,2018-12-16,2018-12-16,2018-12-20,1079.467,9.043
2234,32372,586,3,2018-08-26,2018-09-04,2018-08-30,2398.158,3.843
2235,32372,17,1,2017-09-23,2017-09-24,2017-09-29,111.221,0
2236,32372,361,1,2018-06-10,2018-06-18,2018-06-14,111.221,0
2237,32372,619,1,2017-10-11,2017-10-11,2017-10-15,987.381,0.42
2238,51552,321,5149,2017-05-26,2017-05-30,2017-06-01,1138.265,2152.071
2239,51552,902,121,2017-07-15,2017-07-24,2017-07-16,2845.74,153.586
2240,51552,21,3,2017-06-15,2017-06-21,2017-06-17,1227.729,1.388
2241,51552,449,43,2018-04-12,2018-04-13,2018-04-21,1210.891,19.529
2242,51552,20,2,2018-01-28,2018-02-06,2018-01-29,161.176,0
2243,51552,998,11,2017-09-05,2017-09-12,2017-09-12,1170.398,4.774
2244,56017,837,2218,2018-03-11,2018-03-18,2018-03-18,1572.7,660.547
2245,56017,862,1919,2017-03-16,2017-03-23,2017-03-18,1700.863,629.052
2246,56017,827,1435,2017-10-05,2017-10-08,2017-10-10,1702.685,471.008
2247,56017,968,35,2017-07-23,2017-07-28,2017-07-25,2509.37,18.095
2248,56017,643,400,2017-11-03,2017-11-08,2017-11-07,1385.922,101.642
2249,56017,363,90,2017-03-17,2017-03-20,2017-03-18,3441.491,66.16
2250,56017,245,112,2017-07-21,2017-07-30,2017-07-23,1778.24,38.742
2251,56017,985,3,2017-09-19,2017-09-24,2017-09-28,1695.596,0.98
2252,56017,223,2,2017-03-04,2017-03-08,2017-03-13,1943.444,0.769
2253,56017,990,2,2017-10-18,2017-10-21,2017-10-26,1703.954,0.657
2254,13969,516,298,2017-10-01,2017-10-10,2017-10-02,82.491,0
2255,13969,20,1025,2017-11-18,2017-11-20,2017-11-20,1409.255,1285.022
2256,13969,972,145,2017-05-03,2017-05-10,2017-05-08,3909.093,591.455
2257,13969,606,7,2018-04-07,2018-04-12,2018-04-14,3990.277,29.195
2258,13969,611,4,2018-09-11,2018-09-18,2018-09-19,3873.652,16.156
2259,13969,747,1,2017-07-09,2017-07-18,2017-07-09,2045.266,1.972
2260,13969,64,1,2017-10-11,2017-10-12,2017-10-11,868.344,0.642
2261,40548,292,1537,2017-12-09,2017-12-13,2017-12-15,867.556,256.117
2262,40548,222,32,2018-09-21,2018-09-22,2018-09-21,1004.844,6.622
2263,40548,272,31,2017-10-29,2017-11-01,2017-11-05,1124.892,7.508
2264,40548,341,1,2018-06-20,2018-06-22,2018-06-25,1527.004,0.36
2265,40548,939,11,2017-01-03,2017-01-11,2017-01-10,2762.809,7.954
2266,40548,672,1,2017-06-28,2017-07-02,2017-07-05,1481.032,0.347
2267,22748,534,514,2018-01-12,2018-01-17,2018-01-19,1055.029,200.252
2268,22748,879,311,2017-11-27,2017-12-01,2017-12-01,2018.646,275.801
2269,22748,330,1,2017-02-17,2017-02-20,2017-02-19,64.926,0
2270,22748,766,23,2017-05-10,2017-05-13,2017-05-11,896.385,7.078
2271,22748,398,11,2018-01-27,2018-02-03,2018-02-01,2276.942,11.221
2272,13208,362,94,2017-05-04,2017-05-10,2017-05-08,979.276,37.724
2273,13208,557,282,2017-06-26,2017-07-04,2017-06-27,2782.34,413.572
2274,13208,792,34,2017-07-18,2017-07-18,2017-07-23,846.683,10.981
2275,13208,460,20,2018-09-05,2018-09-14,2018-09-08,1203.207,10.672
2276,13208,307,1,2018-01-08,2018-01-12,2018-01-14,1045.626,0.441
2277,13208,153,3,2018-08-11,2018-08-13,2018-08-14,999.337,1.24
2278,13208,152,2,2018-03-17,2018-03-17,2018-03-22,847.36,0.647
2279,54094,810,15,2018-06-25,2018-06-26,2018-06-28,552.527,1.472
2280,54094,389,33,2017-06-10,2017-06-14,2017-06-10,2796.477,32.014
2281,54094,137,15,2018-11-02,2018-11-05,2018-11-09,862.241,3.277
2282,54094,22,8,2017-12-02,2017-12-10,2017-12-04,1576.997,3.97
2283,54094,412,7,2018-12-09,2018-12-09,2018-12-11,1176.058,2.383
2284,54094,112,28,2018-10-24,2018-11-02,2018-10-31,441.134,1.536
2285,54094,224,2,2017-10-28,2017-10-29,2017-10-31,968.179,0.519
2286,25687,267,144,2018-07-16,2018-07-23,2018-07-23,657.743,4.554
2287,25687,10,450,2018-09-15,2018-09-21,2018-09-17,2895.443,103.247
2288,25687,932,6,2018-08-22,2018-08-23,2018-08-26,2875.944,1.366
2289,25687,200,62,2018-03-15,2018-03-23,2018-03-23,1091.815,4.34
2290,25687,548,27,2018-01-09,2018-01-13,2018-01-18,1617.421,3.144
2291,25687,114,3,2018-06-08,2018-06-13,2018-06-15,872.634,0.152
2292,25687,635,11,2018-07-12,2018-07-21,2018-07-13,174.557,0
2293,25687,397,2,2017-01-24,2017-02-02,2017-01-31,1597.519,0.229
2294,25687,375,4,2017-11-04,2017-11-11,2017-11-09,2484.591,0.772
2295,25687,836,3,2017-09-25,2017-09-28,2017-10-04,1052.682,0.2
2296,25687,58,1,2017-04-21,2017-04-24,2017-04-27,1371.726,0.095
2297,25687,47,1,2017-07-22,2017-07-26,2017-07-30,1371.726,0.095
2298,22604,479,34,2018-04-10,2018-04-12,2018-04-19,2638.479,52.428
2299,22604,988,15,2018-10-17,2018-10-22,2018-10-26,1636.591,13.22
2300,40172,620,66,2017-06-06,2017-06-14,2017-06-08,964.928,16.115
2301,40172,452,46,2018-01-21,2018-01-30,2018-01-26,128.253,0
2302,40172,391,2,2017-01-30,2017-02-07,2017-02-08,1181.471,0.647
2303,32073,748,390,2017-11-15,2017-11-17,2017-11-21,867.515,248.555
