Order_ID,Product_ID,Customer_ID,Quantity,Date_Order,Date_Ship,Date_due,Ship_Distance,Ship_Cost
763,111,339,2,2018-05-08,2018-05-08,2018-05-11,1203.442,3.734
764,112,67,245,2018-03-05,2018-03-10,2018-03-05,703.749,11.671
765,112,842,254,2018-06-14,2018-06-18,2018-06-17,1221.873,20.417
766,112,220,1,2017-10-19,2017-10-27,2017-10-21,1981.543,0.128
767,112,838,1,2017-09-27,2017-09-28,2017-09-28,1524.123,0.099
768,112,570,1,2017-03-27,2017-04-03,2017-03-31,2742.816,0.177
769,112,390,1,2017-05-09,2017-05-09,2017-05-14,1206.99,0.079
770,113,144,537,2018-03-24,2018-03-28,2018-03-29,3488.627,1210.455
771,113,475,1,2017-03-01,2017-03-08,2017-03-09,3308.404,2.139
772,114,38,1558,2018-07-04,2018-07-12,2018-07-04,3626.114,3286.374
773,114,37,1332,2018-08-28,2018-09-02,2018-09-03,3197.791,2482.292
774,114,896,654,2018-07-19,2018-07-25,2018-07-20,3934.647,1495.299
775,114,957,4,2017-05-12,2017-05-13,2017-05-14,3781.966,8.795
776,114,249,12,2017-05-08,2017-05-10,2017-05-08,2812.524,19.71
777,114,894,1,2018-02-13,2018-02-14,2018-02-22,3485.699,2.029
778,114,2,1,2018-01-18,2018-01-22,2018-01-25,35.543,0.049
779,115,626,620,2018-07-26,2018-07-29,2018-08-03,3433.228,4257.438
780,115,943,710,2018-09-09,2018-09-13,2018-09-17,1201.806,1752.145
781,115,750,169,2017-04-03,2017-04-12,2017-04-07,2393.308,814.029
782,115,938,14,2018-08-24,2018-08-27,2018-08-25,1351.26,38.674
783,115,780,1,2017-09-24,2017-10-01,2017-09-30,1369.65,2.799
784,115,343,2,2017-09-15,2017-09-21,2017-09-23,1632.955,6.636
785,115,396,4,2017-04-23,2017-04-27,2017-05-01,248.202,2.352
786,115,103,4,2018-08-01,2018-08-07,2018-08-04,1325.376,10.846
787,115,864,2,2017-07-02,2017-07-06,2017-07-06,142.391,0.759
788,115,330,1,2017-10-31,2017-11-05,2017-11-06,1369.682,2.799
789,115,13,1,2017-08-26,2017-08-30,2017-08-30,1469.907,2.996
790,116,308,1422,2018-09-24,2018-09-25,2018-10-02,3579.279,87.734
791,116,950,2135,2017-04-30,2017-05-01,2017-04-30,3692.968,135.851
792,116,98,28,2018-03-30,2018-04-06,2018-04-06,3834.94,1.849
793,116,798,19,2018-07-02,2018-07-08,2018-07-03,1546.48,0.516
794,116,330,2,2018-06-26,2018-07-05,2018-07-03,273.884,0.011
795,116,646,1,2018-06-27,2018-06-29,2018-07-04,924.095,0.017
796,116,70,5,2018-05-16,2018-05-23,2018-05-22,1924.324,0.168
797,117,498,3279,2017-03-28,2017-03-31,2017-04-05,1419.958,8046.495
798,117,726,221,2018-07-23,2018-07-30,2018-07-25,1419.958,542.322
799,117,137,2108,2017-10-19,2017-10-20,2017-10-28,2704.103,9691.951
800,117,817,109,2017-01-28,2017-01-28,2017-01-29,1387.541,261.582
801,117,833,171,2018-11-25,2018-11-29,2018-12-04,1411.807,417.298
802,117,832,1,2018-07-16,2018-07-21,2018-07-19,72.734,0.205
803,117,874,1,2017-03-25,2017-04-02,2017-03-30,1500.737,2.589
804,118,484,1240,2017-10-14,2017-10-21,2017-10-22,4110.654,689.271
805,118,838,153,2017-07-17,2017-07-25,2017-07-22,2050.667,42.939
806,118,141,920,2018-09-23,2018-10-02,2018-09-25,2755.508,344.831
807,118,195,117,2018-12-18,2018-12-19,2018-12-24,3692.989,58.507
808,118,395,48,2018-03-05,2018-03-05,2018-03-14,3894.215,25.293
809,118,605,47,2018-10-28,2018-11-03,2018-10-30,3899.584,24.8
810,118,384,63,2017-01-21,2017-01-28,2017-01-23,1373.239,11.979
811,118,911,2,2018-11-14,2018-11-20,2018-11-18,2709.182,0.737
812,119,729,156,2018-04-18,2018-04-26,2018-04-20,7878.098,1474.246
813,119,241,504,2017-12-07,2017-12-15,2017-12-15,6923.391,4189.39
814,119,302,26,2017-11-11,2017-11-14,2017-11-11,4129.296,129.525
815,119,354,18,2018-04-02,2018-04-03,2018-04-06,4252.643,92.318
816,119,650,17,2017-05-14,2017-05-19,2017-05-20,7516.398,153.325
817,119,354,6,2017-02-11,2017-02-15,2017-02-20,4252.643,30.773
818,119,914,1,2017-03-09,2017-03-16,2017-03-16,6048.985,7.27
819,119,21,4,2017-11-11,2017-11-15,2017-11-13,7919.081,37.997
820,119,420,1,2018-01-29,2018-02-03,2018-01-29,6923.391,8.312
821,119,976,1,2018-01-08,2018-01-15,2018-01-09,7940.544,9.525
822,120,949,263,2017-07-28,2017-08-03,2017-08-02,7169.217,3053.795
823,120,294,35,2018-03-04,2018-03-11,2018-03-08,7547.497,427.693
824,120,249,212,2018-01-03,2018-01-06,2018-01-05,6876.398,2361.769
825,120,764,11,2017-06-28,2017-07-04,2017-07-02,7143.498,127.27
826,120,488,7,2017-05-04,2017-05-07,2017-05-11,6106.897,69.319
827,120,166,17,2018-10-08,2018-10-09,2018-10-13,7889.633,217.092
828,120,589,2,2017-02-23,2017-02-23,2017-02-28,4030.496,13.126
829,120,296,2,2017-11-02,2017-11-08,2017-11-06,7698.046,24.924
830,120,41,3,2018-03-08,2018-03-09,2018-03-11,6569.818,31.942
831,120,155,1,2018-01-10,2018-01-12,2018-01-19,6424.827,10.414
832,121,543,332,2017-03-28,2017-03-31,2017-03-29,2308.523,585.393
833,121,405,19,2017-10-07,2017-10-16,2017-10-08,1464.159,21.508
834,121,116,66,2017-04-18,2017-04-25,2017-04-18,13.707,3.143
835,121,227,1,2018-10-02,2018-10-10,2018-10-03,2308.523,1.763
836,121,861,5,2018-04-01,2018-04-07,2018-04-03,920.544,3.628
837,121,131,3,2017-01-06,2017-01-06,2017-01-10,1312.297,3.055
838,121,581,3,2018-03-10,2018-03-18,2018-03-19,13.707,0.143
839,121,103,2,2018-04-13,2018-04-18,2018-04-21,1119.102,1.748
840,121,859,1,2018-06-21,2018-06-22,2018-06-26,2778.724,2.115
841,122,127,262,2018-03-11,2018-03-15,2018-03-20,4180.008,1124.664
842,122,534,450,2017-09-24,2017-09-25,2017-10-02,4102.486,1896.274
843,122,887,725,2017-01-04,2017-01-06,2017-01-06,6654.705,4932.853
844,122,186,56,2018-01-22,2018-01-25,2018-01-25,6298.429,360.774
845,122,442,2,2017-06-24,2017-06-24,2017-06-30,7915.403,16.167
846,122,75,1,2017-10-03,2017-10-09,2017-10-07,7599.205,7.762
847,122,959,1,2017-03-13,2017-03-13,2017-03-16,4277.041,4.391
848,122,51,1,2018-03-22,2018-03-27,2018-03-24,4595.966,4.715
849,123,501,1363,2018-07-28,2018-08-01,2018-08-01,2451.382,6537.152
850,123,759,137,2018-10-31,2018-11-09,2018-11-01,3375.941,899.939
851,123,462,102,2017-06-29,2017-07-02,2017-07-01,3837.046,760.208
852,123,986,12,2018-07-31,2018-08-09,2018-08-05,1132.602,27.21
853,123,939,15,2018-05-28,2018-06-06,2018-06-01,273.884,9.315
854,123,8,36,2017-08-08,2017-08-12,2017-08-15,1361.588,97.437
855,123,857,5,2017-04-11,2017-04-20,2017-04-12,500.133,5.274
856,124,466,36,2017-11-08,2017-11-12,2017-11-14,1504.17,107.268
857,124,754,153,2018-11-06,2018-11-11,2018-11-08,1012.876,311.775
858,124,996,32,2018-05-25,2018-06-02,2018-05-29,3135.922,195.458
859,124,134,1,2018-05-07,2018-05-11,2018-05-12,1576.992,3.119
860,124,212,1,2017-08-04,2017-08-08,2017-08-08,1519.577,3.009
861,125,40,416,2018-08-19,2018-08-28,2018-08-27,1132.602,959.032
862,125,894,1184,2017-08-08,2017-08-09,2017-08-13,1241.685,2981.325
863,125,971,1821,2018-12-03,2018-12-06,2018-12-04,1241.685,4585.298
864,125,67,463,2017-12-13,2017-12-14,2017-12-17,980.783,930.356
865,125,142,57,2017-07-09,2017-07-18,2017-07-11,1463.112,168.131
866,125,590,24,2017-09-20,2017-09-26,2017-09-22,3592.943,170.437
867,125,579,174,2017-03-27,2017-04-04,2017-03-31,695.626,252.913
868,125,549,32,2017-10-29,2017-11-03,2017-11-04,1056.862,69.047
869,125,905,55,2017-12-25,2017-12-31,2018-01-01,158.293,22.333
870,125,409,15,2017-06-21,2017-06-29,2017-06-25,991.797,30.463
871,125,4,3,2018-01-26,2018-01-29,2018-01-31,732.714,4.577
872,125,984,25,2017-06-30,2017-07-03,2017-07-06,1083.231,55.228
873,125,198,2,2018-06-16,2018-06-16,2018-06-17,3700.464,14.622
874,125,621,3,2018-01-02,2018-01-05,2018-01-06,582.444,3.699
875,125,973,7,2018-11-24,2018-11-26,2018-12-03,3715.572,51.384
876,126,628,1378,2017-12-02,2017-12-02,2017-12-08,818.075,2344.088
877,126,178,1176,2018-08-23,2018-08-23,2018-08-27,2129.351,5022.292
878,126,375,88,2017-03-14,2017-03-17,2017-03-16,1576.992,280.566
879,126,869,273,2018-07-18,2018-07-21,2018-07-20,790.602,449.698
880,126,926,85,2017-03-29,2017-03-31,2017-04-07,918.679,161.349
881,126,99,5,2018-06-27,2018-07-01,2018-06-27,1313.009,13.355
882,126,20,10,2017-07-01,2017-07-01,2017-07-01,866.253,17.955
883,127,830,477,2017-10-25,2017-10-31,2017-10-25,7475.136,1251.296
884,127,705,16,2017-04-11,2017-04-12,2017-04-20,1373.05,7.937
885,127,776,337,2018-04-15,2018-04-22,2018-04-17,905.429,112.242
886,127,827,34,2017-03-05,2017-03-13,2017-03-10,1369.682,16.827
887,127,120,3,2017-06-03,2017-06-03,2017-06-09,7475.136,7.87
888,127,260,39,2018-11-28,2018-12-05,2018-12-03,1477.147,20.762
889,127,976,8,2017-02-21,2017-02-27,2017-02-23,1369.108,3.958
890,127,587,49,2017-07-01,2017-07-03,2017-07-06,1293.188,22.944
891,127,384,7,2017-10-24,2017-10-29,2017-11-02,3769.823,9.321
892,127,130,3,2017-01-01,2017-01-06,2017-01-03,2004.885,2.149
893,128,110,157,2017-10-24,2017-11-02,2017-10-24,1132.921,365.197
894,128,83,40,2018-04-24,2018-04-27,2018-04-24,438.843,38.45
895,128,950,8,2018-03-29,2018-04-02,2018-04-06,3692.968,58.881
896,128,573,1,2017-10-13,2017-10-17,2017-10-21,3801.179,7.573
897,129,434,233,2017-12-19,2017-12-26,2017-12-20,1426.373,311.247
898,129,100,205,2018-04-08,2018-04-14,2018-04-09,2896.222,546.477
899,129,34,152,2017-07-15,2017-07-16,2017-07-23,2646.458,370.843
900,129,491,22,2017-03-22,2017-03-25,2017-03-22,920.544,19.319
901,129,563,32,2018-06-22,2018-06-23,2018-06-29,1154.695,34.88
902,129,716,5,2018-08-23,2018-08-30,2018-08-24,970.208,4.615
903,129,393,1,2017-10-22,2017-10-24,2017-10-28,1035.101,0.982
904,130,42,1084,2018-05-28,2018-05-31,2018-05-30,2427.454,936.723
905,130,270,153,2017-11-24,2017-11-30,2017-11-30,2159.856,117.932
906,130,591,18,2017-04-04,2017-04-10,2017-04-05,2257.141,14.485
907,130,300,1,2018-06-23,2018-06-28,2018-06-24,1507.557,0.543
908,130,110,1,2018-01-31,2018-02-05,2018-02-05,2848.996,1.011
909,131,367,383,2017-05-19,2017-05-24,2017-05-25,1657.343,678.369
910,131,400,497,2017-09-21,2017-09-22,2017-09-26,1657.343,880.285
911,131,462,356,2017-07-17,2017-07-21,2017-07-17,2784.015,1046.643
912,131,514,15,2018-03-15,2018-03-21,2018-03-19,1172.294,19.02
913,131,636,9,2018-09-29,2018-10-08,2018-10-01,1566.671,15.094
914,131,285,1,2017-12-19,2017-12-22,2017-12-23,1949.208,2.074
915,132,168,4731,2018-01-09,2018-01-18,2018-01-13,7678.048,48846.024
916,132,907,335,2017-01-19,2017-01-24,2017-01-27,5470.641,2470.818
917,132,275,428,2018-11-21,2018-11-21,2018-11-27,6569.818,3785.265
918,132,373,29,2017-11-11,2017-11-20,2017-11-20,7880.779,307.27
919,132,597,55,2017-12-13,2017-12-15,2017-12-18,7907.569,584.722
920,132,829,1,2017-07-07,2017-07-10,2017-07-12,7644.935,10.28
921,132,22,22,2018-01-05,2018-01-06,2018-01-07,7906.216,233.849
922,132,417,5,2017-12-09,2017-12-12,2017-12-13,5271.193,35.546
923,132,748,2,2018-05-23,2018-05-28,2018-05-30,7243.707,19.489
924,132,256,2,2017-04-26,2017-05-02,2017-05-04,7169.217,19.29
925,132,97,1,2017-03-10,2017-03-12,2017-03-13,4717.948,6.37
926,133,633,661,2018-02-07,2018-02-14,2018-02-15,925.236,1248.65
927,133,704,772,2017-04-06,2017-04-06,2017-04-07,2783.937,4237.767
928,133,448,190,2017-09-24,2017-09-24,2017-09-28,1791.052,677.562
929,133,15,2,2018-11-07,2018-11-14,2018-11-16,132.059,0.705
930,133,193,36,2017-05-05,2017-05-14,2017-05-10,1153.844,83.946
931,133,583,4,2017-10-31,2017-11-08,2017-11-02,509.869,4.338
932,134,855,69,2017-11-16,2017-11-22,2017-11-18,3692.968,269.835
933,134,57,14,2017-05-11,2017-05-15,2017-05-11,582.444,9.251
934,134,165,7,2018-09-04,2018-09-13,2018-09-13,1049.813,8.044
935,134,171,1,2017-09-21,2017-09-30,2017-09-29,563.53,0.641
936,135,987,199,2018-10-07,2018-10-13,2018-10-09,430.832,46.886
937,135,518,5,2018-07-17,2018-07-20,2018-07-19,1924.324,4.837
938,135,458,30,2018-02-08,2018-02-14,2018-02-16,3579.279,53.35
939,135,958,52,2018-10-24,2018-10-31,2018-10-31,133.077,4.665
940,135,698,2,2017-12-04,2017-12-05,2017-12-11,133.077,0.179
941,136,612,39,2018-06-19,2018-06-26,2018-06-24,2750.361,102.093
942,136,181,93,2018-11-30,2018-12-08,2018-12-06,491.932,47.114
943,136,967,2,2017-06-15,2017-06-22,2017-06-20,206.87,0.48
944,136,450,2,2017-01-26,2017-01-28,2017-01-31,958.922,1.886
945,136,662,2,2018-12-04,2018-12-11,2018-12-07,859.433,1.7
946,137,344,2831,2018-03-08,2018-03-16,2018-03-10,1094.892,5808.211
947,137,643,9,2017-01-01,2017-01-01,2017-01-01,6746.541,109.615
948,138,837,429,2017-04-15,2017-04-17,2017-04-20,4018.075,62.827
949,138,32,1151,2018-11-10,2018-11-18,2018-11-17,4065.395,170.526
950,138,727,51,2017-06-23,2017-07-01,2017-07-01,7691.311,14.213
951,138,789,50,2017-03-26,2017-04-04,2017-04-01,0.0,0.09
952,138,789,28,2017-11-27,2017-12-04,2017-12-04,0.0,0.05
953,138,557,1,2017-08-11,2017-08-19,2017-08-15,7581.502,0.275
954,138,2,2,2018-01-19,2018-01-27,2018-01-21,4030.496,0.294
955,138,863,2,2017-05-07,2017-05-11,2017-05-13,7445.407,0.54
956,139,653,194,2018-10-17,2018-10-21,2018-10-25,3867.209,1120.605
957,139,921,391,2017-12-07,2017-12-11,2017-12-12,2458.762,1446.473
958,139,482,47,2018-05-31,2018-06-03,2018-06-05,3883.506,272.616
959,139,162,1,2017-02-22,2017-02-23,2017-02-24,1303.93,1.997
960,139,53,89,2018-08-09,2018-08-10,2018-08-18,3884.905,516.415
961,139,132,40,2017-05-01,2017-05-05,2017-05-06,3413.298,204.279
962,139,782,69,2018-07-04,2018-07-10,2018-07-06,4062.37,418.423
963,139,156,6,2018-11-24,2018-11-28,2018-12-02,3582.013,32.135
964,139,916,6,2017-02-06,2017-02-06,2017-02-10,3614.145,32.419
965,139,684,11,2017-06-11,2017-06-12,2017-06-16,3343.455,55.044
966,139,113,6,2018-03-31,2018-04-06,2018-04-09,611.728,5.855
967,139,759,2,2017-11-16,2017-11-22,2017-11-18,1507.557,4.594
968,139,592,2,2018-05-07,2018-05-07,2018-05-15,2767.107,8.308
969,140,873,696,2017-04-16,2017-04-22,2017-04-23,1549.607,961.246
970,140,666,866,2018-12-06,2018-12-11,2018-12-09,3674.325,2784.694
971,140,717,405,2017-10-23,2017-10-29,2017-10-29,1632.955,588.491
972,140,911,92,2017-02-21,2017-02-21,2017-02-28,1477.147,121.306
973,140,869,5,2018-07-22,2018-07-27,2018-07-31,1320.691,5.917
974,140,737,54,2017-01-12,2017-01-14,2017-01-17,289.065,15.808
975,140,825,34,2018-04-25,2018-05-04,2018-04-29,1265.614,38.621
976,140,711,1,2017-08-31,2017-09-01,2017-09-09,1409.861,1.26
977,140,42,2,2017-01-19,2017-01-28,2017-01-28,1953.981,3.46
978,141,598,53,2017-07-05,2017-07-12,2017-07-05,3626.114,240.776
979,141,714,221,2018-04-02,2018-04-08,2018-04-06,2138.585,597.728
980,141,55,22,2017-04-30,2017-05-05,2017-05-03,2767.107,76.59
981,141,311,5,2017-03-27,2017-04-03,2017-04-01,2305.416,14.554
982,141,967,1,2017-08-05,2017-08-07,2017-08-09,2572.359,3.241
983,142,943,1103,2017-10-26,2017-11-04,2017-11-01,1728.845,2311.706
984,142,723,550,2017-09-21,2017-09-23,2017-09-28,531.006,376.498
985,142,920,42,2017-07-24,2017-07-25,2017-07-24,3592.943,180.269
986,142,959,1,2017-05-01,2017-05-04,2017-05-08,3747.104,4.474
987,142,457,3,2018-03-30,2018-04-05,2018-04-04,1227.893,4.517
988,142,824,16,2017-02-19,2017-02-25,2017-02-24,0.0,0.943
989,142,68,2,2017-12-04,2017-12-07,2017-12-08,1227.893,3.011
990,142,415,1,2018-07-21,2018-07-21,2018-07-22,267.046,0.374
991,143,806,1737,2017-12-04,2017-12-11,2017-12-12,500.133,1577.091
992,143,119,265,2017-04-14,2017-04-23,2017-04-15,3589.593,1591.798
993,143,71,148,2018-11-19,2018-11-19,2018-11-20,158.293,50.877
994,143,452,2,2018-07-02,2018-07-07,2018-07-05,255.894,1.01
995,144,968,858,2017-01-25,2017-02-01,2017-01-28,2170.202,353.556
996,144,162,1081,2017-07-25,2017-07-29,2017-07-26,1212.836,253.367
997,144,260,358,2017-09-25,2017-09-28,2017-09-29,1332.776,91.878
998,144,298,741,2018-04-24,2018-05-03,2018-05-01,1523.081,216.345
999,144,330,299,2017-05-28,2017-06-06,2017-06-03,2181.41,123.831
1000,144,476,1,2018-02-25,2018-02-25,2018-03-01,2176.512,0.413
1001,144,753,6,2018-02-05,2018-02-11,2018-02-05,2057.386,2.347
1002,144,956,13,2017-05-06,2017-05-12,2017-05-15,2123.085,5.243
1003,144,934,16,2017-01-18,2017-01-25,2017-01-21,2482.128,7.519
1004,144,593,17,2017-09-15,2017-09-16,2017-09-19,1703.328,5.532
1005,144,795,1,2017-03-19,2017-03-26,2017-03-25,1865.577,0.356
1006,144,804,1,2017-11-21,2017-11-30,2017-11-30,1703.328,0.325
1007,145,558,730,2017-02-22,2017-02-25,2017-02-28,1452.425,848.681
1008,145,469,30,2017-03-22,2017-03-28,2017-03-22,1426.59,34.278
1009,145,42,46,2018-10-31,2018-11-07,2018-11-01,1953.981,71.331
1010,145,740,14,2018-01-12,2018-01-12,2018-01-18,1077.838,12.218
1011,145,269,23,2018-10-15,2018-10-24,2018-10-17,1102.069,20.504
1012,145,942,2,2017-09-27,2017-09-28,2017-10-03,2376.148,3.755
1013,145,790,6,2018-10-12,2018-10-20,2018-10-14,3385.879,15.952
1014,145,364,4,2017-05-18,2017-05-26,2017-05-26,1520.727,4.862
1015,145,504,10,2017-06-28,2017-07-02,2017-06-30,1353.448,10.86
1016,145,332,3,2018-04-18,2018-04-26,2018-04-27,1210.585,2.926
1017,145,932,4,2017-12-07,2017-12-11,2017-12-08,1581.87,5.051
1018,145,184,4,2017-07-29,2017-08-06,2017-08-02,626.514,2.094
1019,145,987,2,2018-03-02,2018-03-04,2018-03-04,1537.298,2.457
1020,146,167,614,2017-12-28,2017-12-31,2017-12-29,1221.873,664.259
1021,146,991,177,2017-08-04,2017-08-10,2017-08-12,1702.673,263.876
1022,146,511,5,2018-08-26,2018-09-04,2018-08-26,563.398,2.609
1023,146,198,10,2017-03-06,2017-03-14,2017-03-15,2732.324,23.666
1024,146,941,3,2017-09-12,2017-09-15,2017-09-20,1387.541,3.668
1025,147,91,1104,2018-08-31,2018-09-03,2018-08-31,2865.229,3692.163
1026,147,893,39,2017-03-07,2017-03-14,2017-03-07,227.183,12.401
1027,147,813,12,2017-08-16,2017-08-25,2017-08-17,2465.419,34.628
1028,147,424,4,2017-05-10,2017-05-18,2017-05-13,2540.495,11.887
1029,147,594,37,2017-06-06,2017-06-12,2017-06-12,772.875,34.928
1030,147,658,1,2017-09-27,2017-10-02,2017-09-28,1523.081,1.805
1031,148,64,243,2017-11-19,2017-11-25,2017-11-25,1564.785,122.348
1032,148,87,8,2018-10-08,2018-10-12,2018-10-09,3753.849,9.488
1033,148,692,7,2017-03-04,2017-03-11,2017-03-09,63.836,0.248
1034,149,385,783,2017-09-09,2017-09-11,2017-09-12,2740.566,335.181
1035,149,549,457,2017-07-07,2017-07-14,2017-07-12,12.288,4.367
1036,149,671,447,2018-06-08,2018-06-16,2018-06-11,2713.317,189.48
1037,149,468,91,2017-01-25,2017-01-25,2017-01-25,2607.866,37.102
1038,149,352,9,2018-05-11,2018-05-14,2018-05-11,1864.432,2.643
1039,149,682,79,2018-11-08,2018-11-16,2018-11-11,1196.454,15.105
1040,149,495,18,2017-09-04,2017-09-10,2017-09-11,2740.566,7.705
1041,149,794,1,2017-08-12,2017-08-12,2017-08-21,2740.566,0.428
1042,149,576,1,2018-07-05,2018-07-08,2018-07-13,1477.147,0.234
1043,150,196,34,2018-02-06,2018-02-07,2018-02-09,1865.577,43.832
1044,150,400,164,2018-04-09,2018-04-09,2018-04-18,1657.343,188.443
1045,150,155,55,2017-10-29,2017-11-03,2017-11-01,1159.629,44.774
1046,150,757,29,2018-03-29,2018-03-31,2018-04-01,702.716,14.691
1047,150,667,16,2017-08-31,2017-09-09,2017-09-06,1536.808,17.087
1048,150,679,16,2018-01-16,2018-01-21,2018-01-24,117.436,1.803
1049,150,246,34,2017-04-06,2017-04-11,2017-04-10,2139.163,50.092
1050,150,615,3,2017-05-12,2017-05-18,2017-05-12,1418.458,2.965
1051,150,513,1,2017-06-29,2017-07-07,2017-07-08,1523.081,1.059
1052,150,15,1,2018-01-06,2018-01-10,2018-01-06,1395.712,0.973
1053,151,24,58,2017-07-05,2017-07-05,2017-07-08,3911.547,344.517
1054,151,553,6,2017-03-18,2017-03-20,2017-03-19,3343.455,30.529
1055,151,271,1005,2017-12-06,2017-12-06,2017-12-15,1932.953,2988.106
1056,151,198,402,2017-10-09,2017-10-15,2017-10-14,124.358,105.096
1057,151,439,98,2017-04-07,2017-04-13,2017-04-09,3091.904,461.675
1058,151,115,216,2018-01-24,2018-01-27,2018-01-27,3759.286,1233.715
1059,151,819,84,2017-11-10,2017-11-15,2017-11-15,3857.72,492.176
1060,151,786,78,2018-06-26,2018-06-26,2018-06-27,3857.72,457.02
1061,151,256,3,2018-07-05,2018-07-11,2018-07-09,3197.791,14.609
1062,151,224,1,2017-06-07,2017-06-10,2017-06-08,3343.455,5.088
1063,152,805,4,2017-06-21,2017-06-30,2017-06-24,1060.873,3.442
1064,152,265,21,2018-09-05,2018-09-06,2018-09-07,1337.073,22.563
1065,152,192,20,2018-03-05,2018-03-08,2018-03-11,1287.588,20.722
1066,152,134,6,2017-01-22,2017-01-24,2017-01-24,248.202,1.386
1067,152,476,10,2018-11-03,2018-11-12,2018-11-11,1351.204,10.854
1068,152,353,4,2017-11-21,2017-11-29,2017-11-22,1222.691,3.943
1069,153,57,16,2017-07-09,2017-07-18,2017-07-15,1260.257,16.008
1070,153,283,42,2017-04-11,2017-04-18,2017-04-19,2887.43,94.207
1071,153,558,7,2017-05-11,2017-05-20,2017-05-14,1284.074,7.131
1072,153,830,2,2018-02-12,2018-02-21,2018-02-15,6693.46,10.299
1073,154,520,1,2018-09-13,2018-09-22,2018-09-21,2765.824,1.045
1074,154,65,1,2018-07-31,2018-07-31,2018-08-08,552.716,0.224
1075,155,366,752,2017-12-24,2018-01-02,2017-12-26,6589.702,1015.588
1076,155,779,21,2017-02-18,2017-02-23,2017-02-20,7698.046,33.095
1077,155,498,99,2017-10-23,2017-10-29,2017-10-27,8105.745,164.229
1078,155,923,74,2017-06-15,2017-06-19,2017-06-21,7644.935,115.821
1079,155,54,28,2018-02-13,2018-02-18,2018-02-14,7769.628,44.534
1080,155,675,12,2017-04-09,2017-04-10,2017-04-15,6768.389,16.642
1081,155,850,6,2017-01-10,2017-01-10,2017-01-10,7985.678,9.807
1082,155,561,1,2018-08-04,2018-08-06,2018-08-13,6042.315,1.239
1083,156,459,810,2017-11-04,2017-11-09,2017-11-12,3627.319,5746.37
1084,156,659,153,2017-08-03,2017-08-08,2017-08-07,2670.905,803.123
1085,156,314,31,2018-05-30,2018-06-03,2018-06-02,2572.359,156.831
1086,156,3,6,2018-07-19,2018-07-19,2018-07-28,2523.274,29.786
1087,156,338,6,2017-05-03,2017-05-10,2017-05-05,1828.409,21.743
1088,157,440,463,2018-07-30,2018-08-01,2018-07-30,3433.228,802.497
1089,157,506,269,2018-08-15,2018-08-15,2018-08-21,626.514,90.554
1090,157,645,8,2018-09-21,2018-09-21,2018-09-29,1469.907,6.05
1091,157,848,83,2017-12-13,2017-12-16,2017-12-18,142.391,7.946
1092,157,219,77,2018-07-06,2018-07-15,2018-07-15,1951.247,76.678
1093,157,244,46,2018-05-29,2018-05-30,2018-06-05,454.808,11.555
1094,157,266,22,2018-05-02,2018-05-08,2018-05-05,1343.284,15.253
1095,157,957,12,2017-01-11,2017-01-18,2017-01-12,1537.298,9.478
1096,157,156,3,2017-09-30,2017-10-08,2017-10-04,1480.741,2.285
1097,157,630,6,2017-10-13,2017-10-16,2017-10-19,0.0,0.149
1098,157,61,5,2018-05-14,2018-05-22,2018-05-17,1426.59,3.674
1099,157,390,1,2017-04-14,2017-04-14,2017-04-19,1351.204,0.697
1100,157,678,1,2018-09-19,2018-09-27,2018-09-21,1077.838,0.561
1101,158,341,16,2018-04-18,2018-04-22,2018-04-22,166.98,2.961
1102,158,916,214,2018-01-03,2018-01-06,2018-01-08,733.261,142.945
1103,158,213,25,2017-04-19,2017-04-24,2017-04-28,348.947,8.506
1104,158,284,5,2017-08-18,2017-08-27,2017-08-26,733.261,3.34
1105,158,480,4,2018-12-11,2018-12-15,2018-12-15,3073.521,10.655
1106,158,800,2,2018-10-25,2018-11-01,2018-11-01,3135.922,5.434
1107,158,410,2,2017-10-23,2017-10-27,2017-10-30,1716.147,3.012
1108,158,571,1,2017-11-08,2017-11-16,2017-11-14,958.094,0.86
1109,158,994,1,2017-08-20,2017-08-28,2017-08-29,3098.797,2.685
1110,159,461,138,2018-08-12,2018-08-18,2018-08-14,2480.837,291.978
1111,159,974,8,2017-05-27,2017-06-01,2017-05-29,1637.232,11.284
1112,159,328,1,2017-07-25,2017-07-31,2017-07-27,1172.294,1.022
1113,159,664,6,2018-01-31,2018-02-01,2018-02-09,861.75,4.573
1114,160,238,64,2018-04-09,2018-04-15,2018-04-18,2787.267,231.666
1115,160,141,62,2018-12-01,2018-12-07,2018-12-10,2409.272,194.527
1116,160,284,725,2018-12-09,2018-12-15,2018-12-16,3395.187,3186.643
1117,160,240,276,2018-01-05,2018-01-09,2018-01-08,3292.37,1176.918
1118,160,215,162,2017-12-03,2017-12-06,2017-12-08,2409.272,508.281
1119,160,189,31,2018-12-05,2018-12-12,2018-12-11,3386.304,135.905
1120,160,271,7,2017-02-10,2017-02-19,2017-02-18,2535.905,23.094
1121,160,19,83,2017-05-31,2017-06-03,2017-06-05,2326.143,251.613
1122,160,570,8,2018-06-22,2018-06-22,2018-06-22,1524.831,16.073
1123,160,47,6,2017-06-06,2017-06-13,2017-06-07,2334.468,18.253
1124,160,599,1,2018-10-27,2018-10-30,2018-11-05,2390.326,3.113
1125,160,431,1,2017-01-01,2017-01-03,2017-01-03,2326.143,3.031
