Import_ID,Product,Warehouse,Suppiler,Quantity,Ship_Distance,Ship_Cost,ImportDate,ModifiedDate
907,113,6,4,6,3564.579,6.9075,2018-04-21,2018-04-21
908,113,6,8,28,3046.883,27.618,2018-07-10,2018-07-10
909,113,6,3,5,1551.196,2.55,2018-09-13,2018-09-13
910,113,6,6,1,3619.418,1.1685,2017-01-02,2017-01-02
911,113,6,7,15,2424.416,11.8215,2017-06-02,2017-06-02
912,113,6,4,1,3564.579,1.151,2018-12-04,2018-12-04
913,113,6,1,5,3467.988,5.6025,2017-09-25,2017-09-25
914,113,6,1,1,3467.988,1.1205,2017-07-13,2017-07-13
915,113,6,9,1,2634.798,0.855,2017-08-14,2017-08-14
916,113,6,9,1,2634.798,0.855,2018-01-15,2018-01-15
917,114,5,2,469,33.637,11.254,2018-02-08,2018-02-08
918,114,5,8,603,2638.873,465.177,2018-11-12,2018-11-12
919,114,5,8,1191,2638.873,918.7825,2018-01-20,2018-01-20
920,114,5,2,173,33.637,4.151,2018-01-23,2018-01-23
921,114,5,2,107,33.637,2.5675,2017-07-29,2017-07-29
922,114,5,8,130,2638.873,100.287,2017-10-11,2017-10-11
923,114,5,6,474,4123.426,567.5465,2017-06-21,2017-06-21
924,114,5,3,223,144.865,12.467,2018-01-30,2018-01-30
925,114,5,2,5,33.637,0.12,2018-04-25,2018-04-25
926,114,5,3,7,144.865,0.3915,2018-07-31,2018-07-31
927,114,5,5,4,480.932,0.6095,2017-05-29,2017-05-29
928,115,3,0,882,1207.707,1093.4345,2017-04-21,2017-04-21
929,115,3,0,150,1207.707,185.9585,2018-03-04,2018-03-04
930,115,3,0,77,1207.707,95.4585,2017-01-31,2017-01-31
931,115,3,5,220,3786.559,831.973,2018-06-02,2018-06-02
932,115,3,5,80,3786.559,302.5355,2018-01-09,2018-01-09
933,115,3,0,3,1207.707,3.719,2017-07-06,2017-07-06
934,115,3,1,4,1351.26,5.525,2017-12-19,2017-12-19
935,115,3,9,1,1441.869,1.4705,2017-02-06,2017-02-06
936,115,3,0,4,1207.707,4.959,2018-01-10,2018-01-10
937,115,3,0,2,1207.707,2.4795,2017-03-21,2017-03-21
938,115,3,1,1,1351.26,1.381,2018-08-20,2018-08-20
939,116,9,8,1415,1633.209,20.245,2018-07-31,2018-07-31
940,116,9,3,297,3579.279,9.162,2018-10-30,2018-10-30
941,116,9,0,11,99.613,0.014,2018-06-09,2018-06-09
942,116,9,6,2,567.417,0.0105,2017-02-15,2017-02-15
943,116,9,4,2,582.444,0.011,2018-09-13,2018-09-13
944,117,2,2,562,2742.816,1310.114,2017-06-19,2017-06-19
945,117,2,3,224,2607.866,496.9485,2017-04-22,2017-04-22
946,117,2,7,103,125.984,15.13,2017-09-05,2017-09-05
947,117,2,9,126,1524.123,165.554,2017-02-10,2017-02-10
948,117,2,9,24,1524.123,31.534,2018-12-27,2018-12-27
949,117,2,0,65,1093.438,62.038,2018-09-27,2018-09-27
950,117,2,6,270,1415.658,330.314,2018-10-09,2018-10-09
951,117,2,8,1,1387.541,1.2,2018-06-10,2018-06-10
952,118,5,5,4636,480.932,164.4215,2018-06-22,2018-06-22
953,118,5,6,98,4123.426,27.321,2017-01-03,2017-01-03
954,118,5,7,87,2726.715,16.137,2017-02-14,2017-02-14
955,118,5,5,23,480.932,0.8155,2017-11-16,2017-11-16
956,118,5,3,12,144.865,0.156,2017-09-20,2017-09-20
957,118,5,5,6,480.932,0.213,2017-03-06,2017-03-06
958,118,5,9,8,2050.667,1.1225,2018-10-28,2018-10-28
959,118,5,2,34,33.637,0.19,2018-03-27,2018-03-27
960,118,5,1,4,3876.011,1.049,2017-09-16,2017-09-16
961,119,4,7,1431,6734.13,5786.0215,2018-04-24,2018-04-24
962,119,4,2,41,4033.422,99.7825,2017-04-22,2017-04-22
963,119,4,5,3,3790.42,6.8665,2018-02-10,2018-02-10
964,119,4,6,8,8094.6,38.8335,2018-11-21,2018-11-21
965,119,4,9,4,6048.985,14.54,2017-01-13,2017-01-13
966,119,4,1,2,7880.779,9.4535,2017-08-18,2017-08-18
967,120,4,6,2118,8094.6,13872.6615,2018-06-19,2018-06-19
968,120,4,2,2156,4033.422,7080.0625,2018-12-08,2018-12-08
969,120,4,9,94,6048.985,461.0515,2017-11-27,2017-11-27
970,120,4,5,73,3790.42,225.458,2017-01-17,2017-01-17
971,120,4,9,19,6048.985,93.1915,2018-03-31,2018-03-31
972,120,4,5,4,3790.42,12.354,2018-12-26,2018-12-26
973,120,4,1,4,7880.779,25.5115,2017-10-22,2017-10-22
974,121,0,7,24,64.926,1.031,2017-09-02,2017-09-02
975,121,0,2,89,2783.975,94.281,2017-08-01,2017-08-01
976,121,0,8,48,1337.98,24.9035,2018-03-23,2018-03-23
977,121,0,7,816,64.926,35.055,2017-06-11,2017-06-11
978,121,0,6,355,1373.149,188.8505,2017-03-25,2017-03-25
979,121,0,5,69,2958.194,77.588,2018-01-20,2018-01-20
980,121,0,8,29,1337.98,15.046,2018-09-20,2018-09-20
981,121,0,0,1,1035.101,0.4055,2018-07-23,2018-07-23
982,122,4,0,188,7779.087,746.826,2018-01-12,2018-01-12
983,122,4,7,1596,6734.13,5493.859,2017-08-11,2017-08-11
984,122,4,4,49,7691.311,192.469,2018-10-05,2018-10-05
985,122,4,4,59,7691.311,231.7485,2017-07-22,2017-07-22
986,122,4,5,4,3790.42,7.7945,2017-02-21,2017-02-21
987,122,4,0,3,7779.087,11.9175,2017-07-01,2017-07-01
988,123,9,8,256,1633.209,413.1055,2018-01-28,2018-01-28
989,123,9,9,1875,2082.259,3832.869,2018-07-09,2018-07-09
990,123,9,6,339,567.417,200.66,2017-01-06,2017-01-06
991,123,9,4,92,582.444,55.782,2018-01-19,2018-01-19
992,123,9,9,55,2082.259,112.431,2017-10-27,2017-10-27
993,123,9,8,86,1633.209,138.7775,2017-07-28,2017-07-28
994,123,9,8,5,1633.209,8.0685,2017-12-29,2017-12-29
995,124,1,5,539,3304.698,1733.3235,2017-11-03,2017-11-03
996,124,1,5,20,3304.698,64.3165,2017-06-25,2017-06-25
997,124,1,3,872,3000.983,2550.314,2017-03-16,2017-03-16
998,124,1,4,5,1012.876,5.0945,2018-12-02,2018-12-02
999,124,1,2,385,3137.899,1176.529,2018-08-23,2018-08-23
1000,124,1,5,37,3304.698,118.985,2017-03-06,2017-03-06
1001,124,1,2,20,3137.899,61.1185,2017-05-25,2017-05-25
1002,124,1,2,34,3137.899,103.9015,2017-10-22,2017-10-22
1003,124,1,3,3,3000.983,8.774,2018-01-14,2018-01-14
1004,124,1,2,3,3137.899,9.168,2017-11-05,2017-11-05
1005,124,1,4,1,1012.876,1.019,2018-12-20,2018-12-20
1006,124,1,4,1,1012.876,1.019,2017-12-10,2017-12-10
1007,125,9,7,4017,991.797,4079.0205,2018-07-16,2018-07-16
1008,125,9,9,367,2082.259,762.741,2017-07-24,2017-07-24
1009,125,9,0,64,99.613,9.333,2018-11-18,2018-11-18
1010,125,9,4,252,582.444,155.3435,2017-11-22,2017-11-22
1011,125,9,2,256,3726.327,942.281,2017-03-24,2017-03-24
1012,125,9,9,55,2082.259,114.307,2017-11-03,2017-11-03
1013,125,9,4,1,582.444,0.6165,2018-02-18,2018-02-18
1014,126,1,6,1002,1019.217,1049.714,2018-05-31,2018-05-31
1015,126,1,0,7,708.884,5.205,2017-08-11,2017-08-11
1016,126,1,6,408,1019.217,427.4285,2017-08-30,2017-08-30
1017,126,1,8,47,1507.057,71.7035,2017-05-31,2017-05-31
1018,126,1,4,32,1012.876,33.325,2018-12-07,2018-12-07
1019,126,1,9,5,1774.702,8.939,2018-07-19,2018-07-19
1020,126,1,4,12,1012.876,12.497,2018-08-16,2018-08-16
1021,126,1,4,7,1012.876,7.29,2017-04-02,2017-04-02
1022,126,1,9,2,1774.702,3.5755,2017-03-22,2017-03-22
1023,126,1,4,7,1012.876,7.29,2017-08-25,2017-08-25
1024,126,1,8,1,1507.057,1.5255,2017-09-09,2017-09-09
1025,127,3,2,426,3460.824,260.685,2018-10-26,2018-10-26
1026,127,3,2,3200,3460.824,1958.197,2017-01-15,2017-01-15
1027,127,3,8,279,840.123,43.2865,2018-11-11,2018-11-11
1028,127,3,6,56,1643.49,16.53,2017-03-15,2017-03-15
1029,127,3,1,6,1351.26,1.4655,2018-09-13,2018-09-13
1030,127,3,0,1,1207.707,0.219,2018-09-07,2018-09-07
1031,127,3,7,9,1353.448,2.2015,2018-12-12,2018-12-12
1032,127,3,7,1,1353.448,0.2445,2017-03-10,2017-03-10
1033,127,3,7,1,1353.448,0.2445,2017-11-22,2017-11-22
1034,127,3,4,2,551.84,0.21,2018-01-23,2018-01-23
1035,128,9,1,4587,254.885,1375.0125,2017-05-28,2017-05-28
1036,128,9,5,226,3931.846,884.779,2018-02-24,2018-02-24
1037,128,9,2,93,3726.327,345.2985,2017-06-05,2017-06-05
1038,128,9,0,241,99.613,35.451,2017-11-08,2017-11-08
1039,128,9,9,249,2082.259,522.013,2017-11-23,2017-11-23
1040,128,9,0,31,99.613,4.56,2018-09-19,2018-09-19
1041,128,9,3,5,3579.279,17.8415,2017-08-31,2017-08-31
1042,128,9,7,5,991.797,5.1215,2018-10-22,2018-10-22
1043,128,9,8,5,1633.209,8.2745,2018-04-08,2018-04-08
1044,128,9,8,1,1633.209,1.655,2017-11-22,2017-11-22
1045,129,0,0,1053,1035.101,516.9175,2017-06-03,2017-06-03
1046,129,0,6,369,1373.149,237.574,2017-08-30,2017-08-30
1047,129,0,0,787,1035.101,386.338,2018-03-22,2018-03-22
1048,129,0,1,32,1134.972,17.1545,2017-10-23,2017-10-23
1049,129,0,9,69,1502.542,48.4635,2018-07-01,2018-07-01
1050,129,0,1,5,1134.972,2.6805,2017-06-06,2017-06-06
1051,129,0,5,2,2958.194,2.722,2018-06-15,2018-06-15
1052,130,5,1,1859,3876.011,1272.8505,2017-12-16,2017-12-16
1053,130,5,1,82,3876.011,56.145,2017-04-23,2017-04-23
1054,130,5,8,1236,2638.873,579.609,2018-12-13,2018-12-13
1055,130,5,4,1125,3626.114,721.2535,2017-10-27,2017-10-27
1056,130,5,1,31,3876.011,21.2255,2017-04-12,2017-04-12
1057,130,5,0,3,3759.286,1.993,2018-08-28,2018-08-28
1058,130,5,4,40,3626.114,25.6445,2017-03-10,2017-03-10
1059,130,5,5,6,480.932,0.5555,2017-02-07,2017-02-07
1060,130,5,5,2,480.932,0.185,2018-11-05,2018-11-05
1061,130,5,9,1,2050.667,0.3665,2018-03-24,2018-03-24
1062,131,7,4,128,1660.93,113.595,2017-09-09,2017-09-09
1063,131,7,1,47,2163.881,53.972,2018-11-24,2018-11-24
1064,131,7,6,520,2467.573,679.05,2018-09-15,2018-09-15
1065,131,7,0,20,2015.263,21.425,2018-12-19,2018-12-19
1066,131,7,4,1,1660.93,0.8875,2018-07-11,2018-07-11
1067,131,7,7,1,1251.834,0.6755,2017-07-10,2017-07-10
1068,132,4,9,435,6048.985,1772.243,2017-07-01,2017-07-01
1069,132,4,4,281,7691.311,1453.106,2018-07-04,2018-07-04
1070,132,4,9,90,6048.985,366.671,2018-06-05,2018-06-05
1071,132,4,8,2,6654.705,8.9575,2018-11-10,2018-11-10
1072,132,4,0,11,7779.087,57.528,2018-05-31,2018-05-31
1073,133,0,3,74,2646.458,193.2525,2018-04-19,2018-04-19
1074,133,0,6,476,1373.149,656.08,2018-08-24,2018-08-24
1075,133,0,7,80,64.926,8.9045,2018-09-10,2018-09-10
1076,133,0,8,143,1337.98,192.229,2018-09-20,2018-09-20
1077,133,0,0,2124,1035.101,2232.155,2017-06-28,2017-06-28
1078,133,0,5,35,2958.194,101.9705,2017-10-03,2017-10-03
1079,133,0,9,334,1502.542,502.2145,2018-02-23,2018-02-23
1080,133,0,8,165,1337.98,221.8025,2017-07-17,2017-07-17
1081,133,0,6,15,1373.149,20.675,2018-05-26,2018-05-26
1082,133,0,0,4,1035.101,4.2035,2018-05-23,2018-05-23
1083,133,0,7,1,64.926,0.1115,2018-02-26,2018-02-26
1084,134,9,6,957,567.417,308.6695,2017-08-01,2017-08-01
1085,134,9,8,212,1633.209,186.4135,2018-08-16,2018-08-16
1086,134,9,1,17,254.885,2.7075,2017-10-20,2017-10-20
1087,134,9,0,4,99.613,0.3125,2018-06-04,2018-06-04
1088,135,9,8,829,1633.209,341.868,2017-05-01,2017-05-01
1089,135,9,8,85,1633.209,35.053,2017-07-20,2017-07-20
1090,135,9,7,150,991.797,38.286,2018-06-03,2018-06-03
1091,135,9,3,8,3579.279,7.1135,2017-08-31,2017-08-31
1092,135,9,8,154,1633.209,63.5075,2017-11-12,2017-11-12
1093,135,9,1,1,254.885,0.0745,2017-05-30,2017-05-30
1094,135,9,6,1,567.417,0.1515,2017-10-25,2017-10-25
1095,136,0,3,2916,2646.458,3675.106,2017-02-12,2017-02-12
1096,136,0,2,354,2783.975,468.9085,2017-11-11,2017-11-11
1097,136,0,5,532,2958.194,748.008,2018-05-26,2018-05-26
1098,136,0,5,50,2958.194,70.3015,2018-12-01,2018-12-01
1099,137,0,7,432,64.926,44.4845,2018-07-14,2018-07-14
1100,137,0,8,928,1337.98,1154.0885,2018-08-02,2018-08-02
1101,137,0,2,67,2783.975,170.129,2018-11-24,2018-11-24
1102,137,0,8,22,1337.98,27.36,2018-05-29,2018-05-29
1103,137,0,0,2,1035.101,1.9445,2017-04-05,2017-04-05
1104,138,4,8,102,6654.705,12.31,2018-07-24,2018-07-24
1105,138,4,3,1485,4194.571,113.4575,2017-02-22,2017-02-22
1106,138,4,1,76,7880.779,10.8495,2017-05-12,2017-05-12
1107,138,4,1,17,7880.779,2.427,2018-12-16,2018-12-16
1108,138,4,1,21,7880.779,2.998,2018-01-07,2018-01-07
1109,138,4,6,1,8094.6,0.1465,2017-03-02,2017-03-02
1110,139,5,4,978,3626.114,2650.77,2018-03-13,2018-03-13
1111,139,5,8,63,2638.873,124.898,2018-12-30,2018-12-30
1112,139,5,2,6,33.637,0.37,2018-08-17,2018-08-17
1113,139,5,6,65,4123.426,200.0095,2018-05-19,2018-05-19
1114,139,5,9,8,2050.667,12.3905,2018-11-15,2018-11-15
1115,139,5,3,18,144.865,2.586,2017-05-08,2017-05-08
1116,139,5,7,7,2726.715,14.331,2017-04-16,2017-04-16
1117,139,5,2,1,33.637,0.0615,2018-01-01,2018-01-01
1118,139,5,9,5,2050.667,7.744,2018-11-24,2018-11-24
1119,140,3,4,991,551.84,257.476,2018-09-02,2018-09-02
1120,140,3,4,6,551.84,1.559,2017-05-10,2017-05-10
1121,140,3,1,2,1351.26,1.21,2017-06-23,2017-06-23
1122,140,3,1,6,1351.26,3.6295,2018-08-22,2018-08-22
1123,140,3,2,1,3460.824,1.5155,2018-11-27,2018-11-27
1124,141,5,2,6389,33.637,330.179,2018-11-03,2018-11-03
1125,141,5,5,142,480.932,46.585,2018-01-24,2018-01-24
1126,141,5,9,268,2050.667,347.8645,2017-01-29,2017-01-29
1127,141,5,5,221,480.932,72.502,2018-10-14,2018-10-14
1128,141,5,4,260,3626.114,590.5825,2018-08-19,2018-08-19
1129,141,5,6,6,4123.426,15.4725,2017-05-31,2017-05-31
1130,141,5,3,16,144.865,1.9265,2017-12-14,2017-12-14
1131,141,5,6,2,4123.426,5.1575,2017-03-27,2017-03-27
1132,142,9,2,2559,3726.327,5692.839,2017-08-28,2017-08-28
1133,142,9,4,1449,582.444,539.858,2018-01-27,2018-01-27
1134,142,9,0,14,99.613,1.234,2018-05-15,2018-05-15
1135,142,9,8,94,1633.209,93.2085,2017-08-31,2017-08-31
1136,142,9,6,2,567.417,0.7275,2018-01-09,2018-01-09
1137,142,9,0,2,99.613,0.1765,2017-02-18,2017-02-18
1138,143,9,6,235,567.417,119.7305,2018-08-25,2018-08-25
1139,143,9,7,190,991.797,163.3415,2017-08-11,2017-08-11
1140,143,9,4,145,582.444,75.6745,2017-10-13,2017-10-13
1141,143,9,1,2,254.885,0.503,2017-05-06,2017-05-06
1142,144,8,8,1040,568.882,59.7295,2017-08-01,2017-08-01
1143,144,8,3,238,1934.409,43.8285,2018-04-16,2018-04-16
1144,144,8,9,195,191.84,4.3765,2017-08-23,2017-08-23
1145,144,8,6,11,2467.573,2.57,2018-09-15,2018-09-15
1146,144,8,2,25,2102.949,4.995,2017-09-29,2017-09-29
1147,144,8,9,26,191.84,0.5835,2018-09-28,2018-09-28
1148,144,8,4,3,1660.93,0.4765,2018-10-11,2018-10-11
1149,144,8,1,23,2163.881,4.7255,2018-07-20,2018-07-20
1150,144,8,1,29,2163.881,5.958,2018-09-13,2018-09-13
1151,144,8,4,2,1660.93,0.3175,2018-09-24,2018-09-24
1152,145,3,9,1125,1441.869,649.3545,2017-06-21,2017-06-21
1153,145,3,9,281,1441.869,162.1945,2018-11-11,2018-11-11
1154,145,3,9,108,1441.869,62.338,2018-01-16,2018-01-16
1155,145,3,7,43,1353.448,23.3485,2018-02-18,2018-02-18
1156,145,3,9,3,1441.869,1.7315,2017-06-30,2017-06-30
1157,145,3,4,5,551.84,1.1645,2018-08-27,2018-08-27
1158,145,3,6,2,1643.49,1.3105,2017-10-28,2017-10-28
1159,145,3,1,1,1351.26,0.542,2017-09-27,2017-09-27
1160,146,2,9,317,1524.123,212.2235,2018-04-12,2018-04-12
1161,146,2,8,110,1387.541,67.2525,2018-11-19,2018-11-19
1162,146,2,6,99,1415.658,61.711,2018-06-05,2018-06-05
1163,146,2,9,19,1524.123,12.72,2017-02-25,2017-02-25
1164,146,2,6,5,1415.658,3.1165,2017-06-09,2017-06-09
1165,146,2,6,1,1415.658,0.6235,2017-07-20,2017-07-20
1166,147,8,4,2154,1660.93,2113.913,2017-01-16,2017-01-16
1167,147,8,2,1056,2102.949,1304.0875,2018-09-20,2018-09-20
1168,147,8,2,54,2102.949,66.6865,2017-02-15,2017-02-15
1169,147,8,8,676,568.882,239.9735,2018-12-24,2018-12-24
1170,147,8,7,79,1251.834,58.992,2017-11-23,2017-11-23
1171,147,8,5,59,2457.793,84.8695,2018-07-16,2018-07-16
1172,147,8,5,1,2457.793,1.4385,2017-04-22,2017-04-22
1173,147,8,0,39,2015.263,46.201,2018-06-07,2018-06-07
1174,147,8,9,16,191.84,2.2195,2017-01-03,2017-01-03
1175,147,8,3,15,1934.409,17.074,2017-01-14,2017-01-14
1176,147,8,3,9,1934.409,10.2445,2017-12-30,2017-12-30
1177,147,8,9,1,191.84,0.1385,2018-01-15,2018-01-15
1178,148,5,8,676,2638.873,283.376,2017-07-03,2017-07-03
1179,148,5,5,507,480.932,41.9655,2018-04-26,2018-04-26
1180,148,5,4,25,3626.114,14.3275,2018-01-07,2018-01-07
1181,148,5,5,512,480.932,42.3795,2017-09-05,2017-09-05
1182,148,5,5,52,480.932,4.304,2018-02-26,2018-02-26
1183,148,5,2,139,33.637,1.8125,2018-05-07,2018-05-07
1184,148,5,3,86,144.865,2.6125,2017-11-17,2017-11-17
1185,148,5,7,3,2726.715,1.2985,2018-09-05,2018-09-05
1186,148,5,2,4,33.637,0.052,2017-03-27,2017-03-27
1187,148,5,8,20,2638.873,8.384,2018-02-13,2018-02-13
1188,148,5,4,1,3626.114,0.573,2017-04-10,2017-04-10
1189,149,2,8,2027,1387.541,223.496,2017-12-15,2017-12-15
1190,149,2,1,425,1187.446,40.3375,2017-01-31,2017-01-31
1191,149,2,5,207,2907.22,46.9515,2018-10-30,2018-10-30
1192,149,2,2,1206,2742.816,258.336,2017-12-30,2017-12-30
1193,149,2,1,408,1187.446,38.724,2017-10-11,2017-10-11
1194,149,2,1,38,1187.446,3.6065,2018-04-15,2018-04-15
1195,149,2,3,30,2607.866,6.1155,2017-11-30,2017-11-30
1196,149,2,5,3,2907.22,0.6805,2017-06-28,2017-06-28
1197,149,2,6,4,1415.658,0.4495,2018-11-30,2018-11-30
1198,149,2,8,2,1387.541,0.2205,2017-03-14,2017-03-14
1199,149,2,0,1,1093.438,0.0875,2018-06-29,2018-06-29
1200,149,2,5,2,2907.22,0.4535,2018-12-10,2018-12-10
1201,150,8,3,867,1934.409,578.9425,2018-07-08,2018-07-08
1202,150,8,6,212,2467.573,179.5985,2018-12-12,2018-12-12
1203,150,8,9,5,191.84,0.407,2018-11-15,2018-11-15
1204,150,8,9,45,191.84,3.662,2018-09-21,2018-09-21
1205,150,8,3,3,1934.409,2.0035,2018-06-26,2018-06-26
1206,150,8,4,1,1660.93,0.5755,2018-11-29,2018-11-29
1207,151,5,7,36,2726.715,74.9415,2017-06-08,2017-06-08
1208,151,5,6,2,4123.426,6.2575,2017-05-20,2017-05-20
1209,151,5,8,1174,2638.873,2366.6055,2017-09-18,2017-09-18
1210,151,5,9,246,2050.667,387.418,2017-03-31,2017-03-31
1211,151,5,7,123,2726.715,256.0495,2018-06-26,2018-06-26
1212,151,5,0,138,3759.286,394.1035,2018-04-13,2018-04-13
1213,151,5,4,13,3626.114,35.828,2018-07-28,2018-07-28
1214,151,5,8,1,2638.873,2.016,2017-05-28,2017-05-28
1215,151,5,5,24,480.932,9.553,2018-07-19,2018-07-19
1216,151,5,2,2,33.637,0.1255,2017-01-19,2017-01-19
1217,152,3,4,2223,551.84,518.165,2017-04-02,2017-04-02
1218,152,3,1,69,1351.26,37.447,2017-11-17,2017-11-17
1219,152,3,8,96,840.123,33.0955,2017-10-12,2017-10-12
1220,152,3,3,4,3294.129,5.1805,2017-10-06,2017-10-06
1221,152,3,9,4,1441.869,2.311,2017-06-11,2017-06-11
1222,152,3,2,1,3460.824,1.3595,2017-07-19,2017-07-19
1223,153,2,0,605,1093.438,264.1215,2018-08-14,2018-08-14
1224,153,2,7,293,125.984,19.687,2017-12-29,2017-12-29
1225,153,2,3,396,2607.866,401.85,2018-06-25,2018-06-25
1226,153,2,0,195,1093.438,85.13,2017-02-27,2017-02-27
1227,153,2,0,115,1093.438,50.205,2017-01-23,2017-01-23
1228,153,2,3,103,2607.866,104.5215,2017-02-06,2017-02-06
1229,153,2,0,1,1093.438,0.4365,2017-02-23,2017-02-23
1230,154,0,0,3672,1035.101,739.123,2017-07-12,2017-07-12
1231,154,0,8,46,1337.98,11.8435,2018-11-23,2018-11-23
1232,154,0,9,20,1502.542,5.76,2018-10-28,2018-10-28
1233,154,0,8,22,1337.98,5.6645,2017-05-16,2017-05-16
1234,154,0,9,17,1502.542,4.896,2017-11-20,2017-11-20
1235,154,0,7,9,64.926,0.192,2017-04-11,2017-04-11
1236,155,4,6,336,8094.6,278.311,2017-09-09,2017-09-09
1237,155,4,7,271,6734.13,186.9755,2018-07-08,2018-07-08
1238,155,4,4,107,7691.311,84.24,2017-09-25,2017-09-25
1239,155,4,1,118,7880.779,95.174,2017-06-22,2017-06-22
1240,155,4,5,2,3790.42,0.781,2018-07-16,2018-07-16
1241,155,4,5,1,3790.42,0.3905,2017-11-10,2017-11-10
1242,156,5,7,1152,2726.715,3085.539,2017-04-26,2017-04-26
1243,156,5,8,31,2638.873,80.4045,2018-09-18,2018-09-18
1244,156,5,0,3,3759.286,11.0235,2017-11-15,2017-11-15
1245,157,3,3,2188,3294.129,1820.458,2017-06-11,2017-06-11
1246,157,3,1,209,1351.26,72.8645,2017-05-30,2017-05-30
1247,157,3,2,168,3460.824,146.747,2017-10-22,2017-10-22
1248,157,3,0,590,1207.707,184.6215,2018-03-13,2018-03-13
1249,157,3,0,84,1207.707,26.285,2017-08-01,2017-08-01
1250,157,3,0,120,1207.707,37.55,2017-06-23,2017-06-23
1251,157,3,0,5,1207.707,1.5645,2017-02-04,2017-02-04
1252,158,1,4,161,1012.876,72.967,2018-10-16,2018-10-16
1253,158,1,3,268,3000.983,348.6515,2018-02-20,2018-02-20
1254,158,1,2,327,3137.899,444.4975,2017-05-17,2017-05-17
1255,158,1,0,60,708.884,19.4155,2018-11-27,2018-11-27
1256,158,1,3,64,3000.983,83.26,2018-02-01,2018-02-01
1257,158,1,4,20,1012.876,9.064,2017-11-29,2017-11-29
1258,158,1,8,23,1507.057,15.2705,2018-05-14,2018-05-14
1259,158,1,7,9,387.461,1.679,2017-06-29,2017-06-29
1260,158,1,7,1,387.461,0.1865,2017-08-04,2017-08-04
1261,159,8,1,3884,2163.881,3594.2625,2018-08-02,2018-08-02
1262,159,8,7,429,1251.834,233.4475,2018-08-02,2018-08-02
1263,159,8,6,67,2467.573,70.507,2017-12-13,2017-12-13
1264,159,8,7,19,1251.834,10.339,2017-10-29,2017-10-29
1265,159,8,8,1,568.882,0.2585,2017-06-16,2017-06-16
1266,159,8,8,3,568.882,0.776,2017-01-17,2017-01-17
1267,159,8,2,3,2102.949,2.7,2018-09-12,2018-09-12
1268,160,6,6,915,3619.418,2141.7605,2018-05-08,2018-05-08
1269,160,6,2,234,1524.831,235.073,2018-11-04,2018-11-04
1270,160,6,6,34,3619.418,79.5845,2017-05-28,2017-05-28
1271,160,6,4,3,3564.579,6.917,2018-06-17,2018-06-17
1272,160,6,5,10,1250.138,8.2935,2017-11-07,2017-11-07
1273,160,6,0,1,3404.419,2.2035,2017-10-18,2017-10-18
1274,161,0,6,1401,1373.149,645.6025,2017-10-08,2017-10-08
1275,161,0,5,98,2958.194,95.457,2017-11-16,2017-11-16
1276,161,0,9,571,1502.542,287.049,2018-10-26,2018-10-26
1277,161,0,7,152,64.926,5.6565,2018-01-08,2018-01-08
1278,161,0,6,4,1373.149,1.8435,2018-02-11,2018-02-11
1279,161,0,2,52,2783.975,47.7175,2017-04-21,2017-04-21
1280,161,0,2,13,2783.975,11.9295,2018-06-01,2018-06-01
1281,161,0,1,20,1134.972,7.674,2018-11-08,2018-11-08
1282,161,0,3,4,2646.458,3.4925,2017-05-09,2017-05-09
1283,161,0,7,2,64.926,0.0745,2017-01-05,2017-01-05
1284,161,0,2,2,2783.975,1.8355,2018-01-02,2018-01-02
1285,162,7,7,1986,1251.834,2223.4805,2017-09-26,2017-09-26
1286,162,7,0,435,2015.263,772.615,2017-03-08,2017-03-08
1287,162,7,1,170,2163.881,323.6695,2017-11-13,2017-11-13
1288,162,7,0,102,2015.263,181.165,2017-05-22,2017-05-22
1289,162,7,6,123,2467.573,266.309,2017-09-22,2017-09-22
1290,162,7,1,11,2163.881,20.9435,2017-06-08,2017-06-08
1291,162,7,1,11,2163.881,20.9435,2018-02-11,2018-02-11
1292,162,7,8,1,568.882,0.532,2017-01-12,2017-01-12
1293,162,7,1,1,2163.881,1.904,2018-05-08,2018-05-08
1294,163,0,1,2091,1134.972,1616.749,2018-05-31,2018-05-31
1295,163,0,5,838,2958.194,1644.8655,2018-09-05,2018-09-05
1296,163,0,9,1165,1502.542,1180.184,2018-07-30,2018-07-30
1297,163,0,6,272,1373.149,252.5805,2017-04-05,2017-04-05
1298,163,0,1,633,1134.972,489.432,2018-02-11,2018-02-11
1299,163,0,3,52,2646.458,91.491,2018-11-15,2018-11-15
1300,163,0,7,211,64.926,15.8225,2017-08-18,2017-08-18
1301,163,0,4,5,1183.95,4.026,2017-06-12,2017-06-12
1302,163,0,8,2,1337.98,1.8115,2017-01-27,2017-01-27
1303,164,7,4,1030,1660.93,1700.755,2018-03-01,2018-03-01
1304,164,7,9,56,191.84,13.0705,2017-06-21,2017-06-21
1305,164,7,3,29,1934.409,55.5395,2018-11-19,2018-11-19
1306,164,7,6,8,2467.573,19.4375,2018-03-08,2018-03-08
1307,164,7,9,76,191.84,17.7385,2018-03-29,2018-03-29
1308,164,7,4,1,1660.93,1.651,2017-04-07,2017-04-07
1309,164,7,9,2,191.84,0.467,2017-10-18,2017-10-18
1310,164,7,0,4,2015.263,7.9725,2018-01-25,2018-01-25
1311,165,5,7,153,2726.715,109.1405,2017-01-15,2017-01-15
1312,165,5,5,274,480.932,37.3725,2018-09-04,2018-09-04
1313,165,5,3,55,144.865,2.7535,2017-09-12,2017-09-12
